title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
"Grapes of Wrath, The",1940,32551,1387,3,8.1,99691.0,129,Drama,,
"Great Dictator, The",1940,32553,3470,3,8.4,236804.0,125,Comedy,Drama,War
His Girl Friday,1940,32599,3033,3,7.8,62990.0,92,Comedy,Drama,Romance
Knute Rockne All American,1940,32676,8480,1,6.7,2151.0,98,Biography,Drama,Family
"Last Alarm, The",1940,32690,5802,3,5.6,226.0,61,Action,Adventure,Crime
"Letter, The",1940,32701,1380,2,7.5,14512.0,95,Crime,Drama,Film-Noir
"Mortal Storm, The",1940,32811,1501,3,7.7,5994.0,100,Drama,,
"Philadelphia Story, The",1940,32904,4943,3,7.9,73675.0,112,Comedy,Romance,
Pinocchio,1940,32910,478,1,7.5,159387.0,88,Adventure,Animation,Comedy
Pride and Prejudice,1940,32943,4257,3,7.4,9196.0,118,Drama,Romance,
Primrose Path,1940,32946,4354,3,6.8,1783.0,93,Drama,Mystery,Romance
Rebecca,1940,32976,618,3,8.1,146330.0,130,Drama,Mystery,Romance
"Return of Frank James, The",1940,32983,1366,0,6.6,3669.0,92,Drama,Western,
Santa Fe Trail,1940,33021,2678,1,6.2,4138.0,110,Drama,War,Western
"Sea Hawk, The",1940,33028,3050,3,7.6,10675.0,127,Action,Adventure,History
"Shop Around the Corner, The",1940,33045,7861,3,8.0,38335.0,99,Comedy,Drama,Romance
Strange Cargo,1940,33105,1357,0,6.9,2962.0,113,Adventure,Drama,Romance
"Thief of Bagdad, The",1940,33152,1265,0,7.4,14467.0,106,Adventure,Family,Fantasy
49th Parallel,1941,33627,2867,0,7.3,7621.0,123,Drama,Thriller,War
Ball of Fire,1941,33373,10347,2,7.7,13994.0,111,Comedy,Romance,
Buck Privates,1941,33436,2906,3,7.0,4722.0,84,Comedy,Musical,War
Cheers for Miss Bishop,1941,33459,2446,3,6.5,815.0,95,Drama,Romance,
Citizen Kane,1941,33467,1266,1,8.3,464983.0,119,Drama,Mystery,
"Devil and Miss Jones, The",1941,33533,1682,3,7.6,4748.0,92,Comedy,Romance,
Dumbo,1941,33563,1117,2,7.2,141708.0,64,Adventure,Animation,Drama
High Sierra,1941,33717,2410,1,7.5,19162.0,100,Action,Adventure,Drama
Hold That Ghost,1941,33723,2910,3,7.3,4254.0,86,Comedy,Crime,Horror
How Green Was My Valley,1941,33729,8983,3,7.7,26400.0,118,Drama,Family,
King of the Zombies,1941,33787,9192,3,5.2,2493.0,67,Adventure,Comedy,Horror
Ladies In Retirement,1941,33802,6318,1,7.1,1802.0,91,Crime,Drama,Film-Noir
"Lady Eve, The",1941,33804,1386,2,7.7,23302.0,94,Comedy,Romance,
"Little Foxes, The",1941,33836,1372,2,7.9,13057.0,116,Drama,Romance,
"Maltese Falcon, The",1941,33870,1230,1,8.0,166264.0,100,Crime,Film-Noir,Mystery
Meet John Doe,1941,33891,3717,3,7.6,14872.0,135,Comedy,Drama,Romance
Men of Boys Town,1941,33902,2468,1,6.6,1230.0,106,Drama,,
Mr. Bug Goes to Town,1941,33727,1941,1,6.9,1406.0,78,Animation,Comedy,Family
Murder by Invitation,1941,33928,6171,3,5.8,497.0,67,Comedy,Crime,Drama
"Reluctant Dragon, The",1941,34091,9025,3,6.7,3803.0,74,Animation,Comedy,Family
"Shanghai Gesture, The",1941,34175,1512,3,6.6,2958.0,95,Crime,Drama,Film-Noir
Sullivan&#39;s Travels,1941,34240,4359,3,7.9,28426.0,90,Adventure,Comedy,Drama
Sun valley serenade,1941,34241,8625,0,7.1,1939.0,86,Comedy,,
Suspicion,1941,34248,7329,3,7.3,42259.0,99,Film-Noir,Mystery,Thriller
Two-Faced Woman,1941,34328,1331,2,6.2,1973.0,90,Comedy,Mystery,Romance
"Wolf Man, The",1941,34398,2436,2,7.2,30563.0,70,Horror,Mystery,Romance
Bambi,1942,34492,1116,1,7.3,153683.0,69,Adventure,Animation,Drama
Black Dragons,1942,34521,3518,0,4.3,1260.0,64,Thriller,War,
Casablanca,1942,34583,1076,1,8.5,604521.0,102,Drama,Romance,War
Cat People,1942,34587,2708,3,7.2,25899.0,73,Fantasy,Horror,Thriller
"Corpse Vanishes, The",1942,34613,7697,1,4.6,3501.0,64,Horror,Sci-Fi,
For Me and My Gal,1942,34746,1675,3,7.0,3834.0,104,Musical,Romance,War
"Gay Sisters, The",1942,34770,10343,3,6.6,821.0,110,Drama,Romance,
I Married an Angel,1942,34882,1686,3,5.7,568.0,84,Comedy,Fantasy,Musical
"Magnificent Ambersons, The",1942,35015,1289,2,7.6,26682.0,88,Drama,Romance,
"Major and the Minor, The",1942,35019,681,3,7.4,7565.0,100,Comedy,Romance,
"Man Who Came to Dinner, The",1942,33874,4475,3,7.5,8953.0,112,Comedy,Romance,
Mrs. Miniver,1942,35093,6384,3,7.6,19405.0,134,Drama,Romance,War
"Now, Voyager",1942,35140,689,3,7.9,18927.0,117,Drama,Romance,
Saboteur,1942,35279,5938,1,7.1,27904.0,109,Thriller,War,
Saboteur,1942,35279,5939,1,7.1,27904.0,109,Thriller,War,
Sherlock Holmes and the Secret Weapon,1942,35317,5859,1,6.5,6617.0,68,Adventure,Crime,Drama
Son of Fury: The Story of Benjamin Blake,1942,35360,1388,1,7.1,1825.0,98,Drama,Romance,
Tales of Manhattan,1942,35415,3875,2,7.3,2500.0,118,Comedy,Drama,Romance
There Was a Father,1942,34591,3789,0,7.6,3136.0,94,Drama,,
To Be or Not to Be,1942,35446,5303,0,8.1,42768.0,99,Comedy,Romance,War
Woman of the Year,1942,35567,4870,3,7.1,10969.0,114,Comedy,Drama,Romance
Angels of Sin,1943,35636,7834,3,7.3,1764.0,97,Drama,,
China,1943,35735,8501,3,6.6,621.0,79,Drama,War,
Cry &#39;Havoc&#39;,1943,35770,5209,3,6.9,1215.0,97,Drama,War,
Day of Wrath,1943,36506,3753,3,8.1,11038.0,97,Drama,History,Horror
Fires Were Started,1943,35881,5554,0,6.4,1316.0,63,Drama,War,
Girl Crazy,1943,35942,1691,1,6.8,2242.0,99,Comedy,Musical,
Guadalcanal Diary,1943,35957,1988,0,6.6,2273.0,93,Drama,War,
Heaven Can Wait,1943,35979,10778,3,7.4,12282.0,112,Comedy,Drama,Fantasy
I Walked with a Zombie,1943,36027,1955,3,7.0,13627.0,69,Drama,Fantasy,Horror
Jane Eyre,1943,36969,6781,3,7.5,9468.0,97,Drama,Romance,
Judo Saga (Sanshiro Sugata),1943,36400,4699,0,6.7,5591.0,79,Action,Adventure,Drama
La main du diable,1943,35017,7475,1,7.3,1786.0,78,Fantasy,Horror,
Le Corbeau: The Raven,1943,35753,3890,3,7.8,10857.0,92,Crime,Drama,Mystery
"Life and Death of Colonel Blimp, The",1943,36112,3839,2,8.0,16285.0,163,Drama,Romance,War
Millions Like Us,1943,36160,10283,3,6.8,1095.0,103,Drama,War,
"More the Merrier, The",1943,36172,7410,1,7.6,7444.0,104,Comedy,,
Old Acquaintance,1943,36230,1374,3,7.4,3848.0,110,Drama,Romance,
Ossessione,1943,35160,8801,1,7.6,8250.0,140,Crime,Drama,Romance
"Ox-Bow Incident, The",1943,36244,6310,1,8.0,24898.0,75,Drama,Western,
Sahara,1943,36323,1987,0,7.5,9709.0,97,Action,Drama,War
"Seventh Victim, The",1943,36341,8090,3,6.7,7529.0,71,Drama,Horror,Mystery
Shadow of a Doubt,1943,36342,4617,3,7.8,70327.0,108,Film-Noir,Thriller,
"Sky&#39;s the Limit, The",1943,36363,1959,1,6.3,1213.0,89,Comedy,Musical,Romance
So Proudly We Hail!,1943,36367,6315,3,7.4,2069.0,126,Drama,Romance,War
Tender Comrade,1943,36418,2407,3,6.2,970.0,102,Drama,Romance,War
Watch on the Rhine,1943,36515,1375,3,7.1,4956.0,114,Drama,Thriller,
A Canterbury Tale,1944,36695,6515,3,7.3,6464.0,124,Comedy,Drama,Mystery
Arsenic and Old Lace,1944,36613,201,3,7.9,74847.0,118,Comedy,Crime,Thriller
Cover Girl,1944,36723,3134,3,6.7,5931.0,107,Comedy,Music,Musical
Die Feuerzangenbowle,1944,36818,9718,1,7.7,6606.0,97,Comedy,Family,
Double Indemnity,1944,36775,1416,3,8.3,167004.0,107,Crime,Drama,Film-Noir
Hail the Conquering Hero,1944,36891,1683,2,7.6,5128.0,101,Comedy,War,
I&#39;ll Be Seeing You,1944,36940,3279,3,7.1,2515.0,85,Drama,Family,Romance
Laura,1944,37008,2715,3,7.9,51252.0,88,Drama,Film-Noir,Mystery
Lifeboat,1944,37017,5983,3,7.6,31096.0,97,Drama,War,
Meet Me in St. Louis,1944,37059,1676,3,7.5,27621.0,113,Comedy,Drama,Family
Minstrel Man,1944,37076,6420,1,4.8,198.0,67,Musical,,
"Most Beautiful (Ichiban utsukushiku), The",1944,36947,4698,3,5.6,2392.0,85,Drama,,
Mr. Skeffington,1944,37094,1376,2,7.6,6616.0,146,Drama,Romance,
National Velvet,1944,37120,4222,3,7.3,7978.0,123,Drama,Family,Sport
Since You Went Away,1944,37280,3154,3,7.5,5086.0,177,Drama,Romance,War
"Three Caballeros, The",1944,38166,6319,0,6.3,15506.0,71,Animation,Comedy,Family
To Have and Have Not,1944,37382,3245,3,7.8,37911.0,100,Adventure,Comedy,Film-Noir
Torment,1944,36914,2045,0,7.3,3755.0,101,Drama,Romance,
"Uninvited, The",1944,37415,9270,3,7.2,12435.0,99,Fantasy,Horror,Mystery
Window in the Window,1944,37469,2181,1,7.6,17712.0,107,Crime,Drama,Film-Noir
Along Came Jones,1945,37508,1639,0,6.4,2401.0,90,Comedy,Romance,Western
Anchors Aweigh,1945,37514,6017,0,7.0,9400.0,140,Comedy,Fantasy,Musical
"Bells of St Mary&#39;s, The",1945,37536,10666,3,7.2,9339.0,126,Drama,,
Brief Encounter,1945,37558,1544,3,8.0,44085.0,86,Drama,Romance,
Children of Paradise,1945,37674,5129,2,8.3,21107.0,189,Drama,Romance,
"Corn Is Green, The",1945,37614,10345,3,7.3,3203.0,115,Drama,,
Dead of Night,1945,37635,7185,3,7.5,14162.0,103,Drama,Horror,
Detour,1945,37638,3999,1,7.3,19635.0,66,Crime,Drama,Film-Noir
"Enchanted Cottage, The",1945,37671,2434,3,7.5,3517.0,91,Drama,Fantasy,Romance
I Know Where I&#39;m Going,1945,37800,1213,3,7.4,9747.0,92,Drama,Romance,
Isle of the Dead,1945,37820,2004,3,6.5,5250.0,71,Drama,Horror,Mystery
Keep Your Powder Dry,1945,37843,5677,3,6.4,603.0,93,Drama,War,
Leave Her to Heaven,1945,37865,10235,3,7.6,14721.0,110,Drama,Film-Noir,Romance
Les dames du Bois de Boulogne,1945,37630,7835,3,7.2,4811.0,86,Drama,Romance,
"Lost Weekend, The",1945,37884,3583,2,7.9,40082.0,101,Drama,Film-Noir,
Mildred Pierce,1945,37913,794,3,7.9,28543.0,111,Crime,Drama,Film-Noir
"Objective, Burma!",1945,37954,3271,0,7.3,5538.0,142,Action,Adventure,Drama
"Red Dragon, The",1945,38017,6945,1,6.3,741.0,64,Mystery,,
"Rome, Open City",1945,38890,4428,3,8.0,28876.0,103,Drama,Thriller,War
Scarlet Street,1945,38057,5081,3,7.7,19067.0,102,Crime,Drama,Film-Noir
"Seventh Veil, The",1945,38924,1280,3,6.7,2354.0,94,Drama,Music,
Spellbound,1945,38109,4252,3,7.5,52105.0,111,Film-Noir,Mystery,Romance
Thin Man Goes Home,1945,37365,6848,2,7.3,6251.0,100,Film-Noir,Mystery,
"Wicked Lady, The",1945,38250,9005,3,6.8,1631.0,104,Adventure,Drama,
"Woman in Green, The",1945,38259,5856,3,6.6,6845.0,68,Crime,Drama,Mystery
Beauty and the Beast,1946,38348,1268,3,7.9,28015.0,96,Drama,Fantasy,Romance
"Best Years of Our Lives, The",1946,36868,3982,2,8.1,70332.0,170,Drama,Romance,War
"Big Sleep, The",1946,38355,971,1,7.9,90360.0,114,Crime,Film-Noir,Mystery
"Chase, The",1946,38409,5497,1,6.4,2619.0,86,Crime,Film-Noir,Romance
"Dark Corner, The",1946,38453,5961,1,7.1,5166.0,99,Crime,Drama,Film-Noir
Deception,1946,38461,1377,0,7.0,4120.0,115,Drama,Film-Noir,Music
Devotion,1946,38474,1381,3,6.6,1013.0,107,Biography,Drama,Mystery
Dressed to Kill,1946,38494,4002,3,6.8,6889.0,76,Crime,Mystery,
Duel in the sun,1946,38499,4900,2,6.7,9460.0,146,Drama,Romance,Western
Gilda,1946,38559,2809,0,7.6,35154.0,110,Drama,Film-Noir,Romance
Great Expectations,1946,38574,9182,2,7.8,26331.0,118,Adventure,Drama,Mystery
"Harvey Girls, The",1946,38589,786,3,7.0,4834.0,102,Comedy,Drama,History
It&#39;s a Wonderful Life,1946,38650,2235,3,8.6,497961.0,130,Drama,Family,Fantasy
"Jolson Story, The",1946,38661,2654,1,7.2,1764.0,128,Biography,Drama,Music
Make Mine Music,1946,38718,8052,1,6.2,4920.0,75,Adventure,Animation,Comedy
My Darling Clementine,1946,38762,3783,1,7.7,25692.0,97,Drama,Romance,Western
Notorious,1946,38787,622,2,7.9,107035.0,102,Drama,Film-Noir,Romance
"Postman Always Rings Twice, The",1946,38854,1424,1,7.4,22780.0,113,Crime,Drama,Film-Noir
She-Wolf of London,1946,38934,10597,3,5.2,3013.0,61,Crime,Horror,Mystery
Song of the South,1946,38969,5646,2,6.9,15175.0,94,Animation,Comedy,Family
Stairway to Heaven,1946,38733,1231,0,8.0,24654.0,104,Drama,Fantasy,Romance
"Strange Woman, The",1946,38990,3145,3,6.5,2436.0,100,Drama,Romance,Thriller
"Stranger, The",1946,38991,7671,3,7.3,28647.0,95,Crime,Drama,Film-Noir
Terror by Night,1946,39017,5872,1,6.7,6890.0,60,Crime,Drama,Film-Noir
Two Sisters from Boston,1946,39054,1680,3,6.6,693.0,112,Comedy,Musical,Romance
"Years Between, The",1946,39112,8354,3,6.7,203.0,88,Drama,,
Black Narcissus,1947,39192,1211,3,7.7,27551.0,101,Drama,,
Body and Soul,1947,39204,8619,3,7.6,5348.0,104,Drama,Film-Noir,Sport
Build My Gallows High,1947,39689,6550,2,8.0,40788.0,97,Crime,Drama,Film-Noir
Calendar Girl,1947,39236,5779,2,5.8,278.0,88,Musical,Romance,
Crossfire,1947,39286,4411,2,7.3,9660.0,86,Crime,Drama,Film-Noir
Dark Passage,1947,39302,10523,2,7.5,21884.0,106,Film-Noir,Thriller,
Dishonored Lady,1947,39324,8646,3,6.4,1683.0,85,Crime,Drama,
"Egg and I, The",1947,39349,2287,3,6.9,3062.0,108,Comedy,Romance,
"Exile, The",1947,39360,1235,1,6.6,558.0,95,Adventure,Romance,
Fun &amp; Fancy Free,1947,39404,8053,1,6.4,9363.0,73,Adventure,Animation,Comedy
Gentleman&#39;s Agreement,1947,39416,9598,1,7.2,17729.0,118,Drama,Romance,
"Ghost and Mrs. Muir, The",1947,39420,3047,3,7.8,20792.0,104,Comedy,Drama,Fantasy
Good News,1947,39431,1679,2,6.7,2815.0,93,Comedy,Musical,Romance
Gunfighters,1947,39441,3112,2,6.3,899.0,87,Western,,
"Lady from Shanghai, The",1947,40525,8756,0,7.5,33178.0,87,Crime,Drama,Film-Noir
Miracle on 34th Street,1947,39628,8989,3,7.9,54855.0,96,Comedy,Drama,Family
Monsieur Verdoux,1947,39631,10635,3,7.8,19071.0,124,Comedy,Crime,Drama
Nada,1947,39650,7432,3,6.3,163.0,76,Drama,,
Odd Man Out,1947,39677,1278,2,7.6,11370.0,116,Crime,Drama,Film-Noir
"Paradine Case, The",1947,39694,2330,2,6.5,12340.0,125,Crime,Drama,Romance
"Shocking Miss Pilgrim, The",1947,39819,1681,3,6.4,504.0,85,Comedy,Musical,Romance
"Unfinished Dance, The",1947,39938,8729,3,6.5,507.0,101,Comedy,Drama,Musical
"Voice of the Turtle, The",1947,39969,10350,3,6.8,801.0,103,Comedy,Romance,
Abbott and Costello Meet Frankenstein,1948,40068,10163,3,7.3,19514.0,83,Comedy,Family,Fantasy
Act of Violence,1948,41088,4944,2,7.5,5695.0,82,Drama,Film-Noir,Thriller
Anna Karenina,1948,40098,1262,2,6.6,2938.0,139,Drama,Romance,
Bicycle Thieves,1948,40522,6517,2,8.3,174653.0,89,Drama,,
Bonnie Prince Charlie,1948,40183,1236,2,5.2,332.0,136,Biography,Drama,History
Brighton Rock,1948,39220,10599,3,7.3,6798.0,92,Crime,Drama,Film-Noir
Call Northside 777,1948,40202,5115,1,7.4,10198.0,112,Drama,Film-Noir,
Casbah,1948,40214,2256,1,6.0,572.0,94,Crime,Musical,
Command Decision,1948,40242,1354,0,7.3,2166.0,112,Action,Drama,War
Easter Parade,1948,40308,1677,3,7.3,11005.0,103,Musical,Romance,
Enchantment,1948,40321,1241,3,7.2,1394.0,100,Drama,Romance,
"Fuller Brush Man, The",1948,40379,2300,1,6.8,648.0,93,Action,Adventure,Comedy
Hamlet,1948,40416,1232,1,7.6,18316.0,154,Drama,,
I Remember Mama,1948,40458,4390,3,7.9,5994.0,134,Drama,Family,
It Happened in Europe,1948,39949,8559,0,7.6,1071.0,100,Drama,,
Joan of Arc,1948,40491,6363,3,6.4,3761.0,145,Biography,Drama,War
Key Largo,1948,40506,10524,3,7.7,43871.0,100,Action,Crime,Drama
Macbeth,1948,40558,8264,1,7.4,7767.0,107,Drama,History,War
Melody Time,1948,40580,8054,1,6.1,6903.0,75,Animation,Comedy,Family
Mr. Blandings Builds His Dream House,1948,40613,2445,3,7.2,12781.0,94,Comedy,Romance,
"Naked City, The",1948,40636,10359,1,7.5,15431.0,96,Crime,Drama,Film-Noir
Red River,1948,40724,1320,0,7.8,34265.0,133,Drama,Western,
"Red Shoes, The",1948,40725,1229,3,8.1,39007.0,135,Drama,Music,Romance
Rope,1948,40746,2040,0,7.9,153194.0,80,Crime,Drama,Mystery
"Snake Pit, The",1948,40806,2098,3,7.6,8401.0,108,Drama,Mystery,
Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,1948,189219,10667,3,7.3,3333.0,98,Drama,Romance,
"Treasure of the Sierra Madre, The",1948,40897,3239,0,8.2,132123.0,126,Adventure,Drama,Western
A Letter to Three Wives,1949,41587,3967,3,7.7,10765.0,103,Comedy,Drama,Romance
Adam&#39;s Rib,1949,41090,1716,3,7.4,22868.0,101,Comedy,Romance,
"Adventures of Ichabod and Mr. Toad, The",1949,41094,7059,0,6.8,17821.0,68,Animation,Comedy,Family
All the King&#39;s Men,1949,41113,9597,1,7.4,16526.0,110,Drama,Film-Noir,
"Barkleys of Broadway, The",1949,41158,1684,3,7.0,3494.0,109,Comedy,Musical,
Caught,1949,40221,1841,3,7.0,4333.0,88,Crime,Drama,Film-Noir
Come to the Stable,1949,41257,10420,3,7.1,1605.0,94,Comedy,Drama,
Flame of My Love,1949,42031,10135,3,7.3,479.0,96,Drama,Romance,
Flamingo Road,1949,41373,10174,3,7.1,3610.0,94,Drama,Film-Noir,Romance
"Fountainhead, The",1949,41386,4554,1,7.0,10878.0,114,Drama,Romance,
"Heiress, The",1949,41452,6358,3,8.1,17298.0,115,Drama,Romance,
I Was a Male War Bride,1949,41498,7018,2,7.0,9189.0,105,Comedy,Romance,War
Jour de Fete,1949,40497,9982,0,7.2,9026.0,70,Comedy,,
Kind Hearts and Coronets,1949,41546,4008,1,8.0,39634.0,106,Comedy,Crime,
Late Spring,1949,41154,3539,3,8.2,19185.0,108,Drama,,
Little Women,1949,41594,2232,3,7.2,8219.0,122,Drama,Family,Romance
"Man on the Eiffel Tower, The",1949,41628,2849,2,5.8,1014.0,97,Mystery,Thriller,
Mighty Joe Young,1949,41650,2651,0,7.0,5759.0,94,Adventure,Drama,Fantasy
On the Town,1949,41716,1690,3,7.3,18738.0,98,Comedy,Musical,Romance
Pinky,1949,41746,1736,3,7.2,3410.0,102,Drama,,
"Set-Up, The",1949,41859,1986,0,7.8,10039.0,73,Crime,Film-Noir,Sport
Tarzan&#39;s Magic Fountain,1949,41947,9702,0,5.9,651.0,73,Action,Adventure,Fantasy
"Third Man, The",1949,41959,611,0,8.1,181411.0,104,Film-Noir,Mystery,Thriller
Under Capricorn,1949,42004,7341,3,6.2,8062.0,117,Crime,Drama,Romance
All About Eve,1950,42192,139,3,8.2,138463.0,138,Drama,,
"Asphalt Jungle, The",1950,42208,2099,1,7.8,29802.0,112,Crime,Drama,Film-Noir
Born Yesterday,1950,42276,3990,3,7.5,12369.0,103,Comedy,Drama,Romance
Caged,1950,42296,10059,3,7.6,4623.0,97,Crime,Drama,Film-Noir
Cinderella,1950,42332,1057,3,7.3,173476.0,74,Animation,Family,Fantasy
D.O.A.,1950,42369,5350,1,7.2,13045.0,83,Crime,Drama,Film-Noir
"Flying Saucer, The",1950,42469,4031,1,3.6,616.0,69,Sci-Fi,Thriller,
Gun Crazy,1950,42530,10663,3,7.6,14719.0,87,Crime,Drama,Film-Noir
Harvey,1950,42546,2596,2,7.9,58146.0,104,Comedy,Drama,Fantasy
In a Lonely Place,1950,42593,4417,2,7.9,35069.0,94,Drama,Film-Noir,Mystery
Les enfants terribles,1950,42436,7836,3,6.9,4317.0,105,Drama,,
No Way Out,1950,42792,5232,3,7.4,6245.0,106,Crime,Drama,Film-Noir
Odette,1950,43871,4521,3,6.8,1036.0,124,Drama,History,War
Orpheus,1950,41719,3295,2,7.9,13359.0,112,Drama,Fantasy,Romance
Panic in the Streets,1950,42832,10181,0,7.2,8797.0,96,Crime,Drama,Film-Noir
Rashomon,1950,42876,1402,0,8.2,179861.0,88,Crime,Drama,Mystery
Scandal,1950,42958,7144,3,7.2,4641.0,104,Drama,,
Stage Fright,1950,42994,6233,3,7.0,16039.0,110,Film-Noir,Mystery,Thriller
Summer Stock,1950,43012,1678,3,7.1,4800.0,108,Musical,Romance,
Sunset Blvd.,1950,43014,608,3,8.4,235783.0,110,Drama,Film-Noir,
Tarzan and the Slave Girl,1950,43025,9700,0,5.7,621.0,74,Action,Adventure,
Three Secrets,1950,43045,8363,3,7.0,665.0,98,Crime,Drama,Mystery
Winchester &#39;73,1950,43137,10799,1,7.6,21916.0,92,Action,Drama,Western
A Streetcar Named Desire,1951,44081,2930,3,7.9,114053.0,122,Drama,,
Ace In The Hole,1951,43338,871,2,8.1,39005.0,111,Drama,Film-Noir,
"African Queen, The",1951,43265,1491,0,7.7,84106.0,105,Adventure,Drama,Romance
Alice in Wonderland,1951,43274,1207,3,7.3,153542.0,75,Adventure,Animation,Comedy
An American in Paris,1951,43278,3389,1,7.2,36748.0,114,Drama,Musical,Romance
Bellissima,1951,43332,3825,3,7.7,5364.0,114,Drama,,
Cause for Alarm!,1951,43390,5739,3,6.4,2627.0,74,Crime,Drama,Film-Noir
"Day the Earth Stood Still, The",1951,43456,1916,3,7.7,85590.0,92,Drama,Sci-Fi,
Diary of a Country Priest,1951,42619,2989,1,7.8,12671.0,115,Drama,,
Early Summer,1951,43313,3222,3,8.1,9574.0,125,Drama,Romance,
"Idiot, The",1951,43614,7157,3,7.2,5633.0,166,Drama,Romance,
Quo Vadis,1951,43949,5092,3,7.1,16697.0,171,Biography,Drama,Romance
Show Boat,1951,44030,2977,3,6.9,5370.0,108,Drama,Family,Musical
Strangers on a Train,1951,44079,1417,2,7.9,140728.0,101,Crime,Drama,Film-Noir
Surcos,1951,44092,7435,3,7.5,806.0,104,Crime,Drama,
Take Care of My Little Girl,1951,44100,4510,3,6.4,370.0,93,Drama,,
Tarzan&#39;s Peril,1951,43695,9703,1,5.7,642.0,78,Adventure,,
"Thing from Another World, The",1951,44121,3293,1,7.1,33221.0,87,Horror,Sci-Fi,
Westward the Women,1951,44205,6498,3,7.6,3774.0,118,Adventure,Drama,Western
"Bad and the Beautiful, The",1952,44391,7323,2,7.8,16401.0,118,Drama,Romance,
"Big Sky, The",1952,44419,1465,0,6.9,4733.0,140,Adventure,Drama,Western
Clash by Night,1952,44502,3403,3,7.0,7333.0,105,Drama,Film-Noir,Romance
Europe &#39;51,1952,43511,8241,3,7.4,4760.0,118,Drama,,
Forbidden Games,1952,43686,5972,3,8.0,13064.0,86,Comedy,Drama,War
"Greatest Show on Earth, The",1952,44672,9596,2,6.5,15988.0,152,Drama,Family,Romance
High Noon,1952,44706,2704,2,8.0,109939.0,85,Drama,Thriller,Western
Ikiru,1952,44741,7162,1,8.3,87145.0,143,Drama,,
Ivanhoe,1952,44760,10526,2,6.7,10198.0,106,Adventure,Drama,Romance
Limelight,1952,44837,6917,1,8.0,22064.0,137,Drama,Music,Romance
Lovely to Look at,1952,44855,1689,3,6.2,857.0,103,Comedy,Musical,Mystery
"Magic Box, The",1952,43769,1243,2,7.0,1414.0,118,Biography,Drama,History
Parasakthi,1952,215033,9955,2,7.6,354.0,188,Drama,,
"Quiet Man, The",1952,45061,2737,1,7.7,42290.0,129,Comedy,Drama,Romance
Singin&#39; in the Rain,1952,45152,612,3,8.3,259858.0,103,Comedy,Musical,Romance
"Snows of Kilimanjaro, The",1952,45162,6941,1,6.1,5883.0,114,Adventure,Drama,Romance
"Sound Barrier, The",1952,44446,10402,3,6.7,2315.0,118,Adventure,Drama,Romance
"Story of Robin Hood and His Merrie Men, The",1952,45197,9975,3,6.5,2325.0,84,Action,Adventure,Family
Tarzan&#39;s Savage Fury,1952,45220,9701,0,5.7,520.0,81,Action,Adventure,
"5,000 Fingers of Dr. T., The",1953,45464,8466,0,6.7,4452.0,89,Family,Fantasy,Music
"Band Wagon, The",1953,45537,1692,1,7.4,12537.0,112,Comedy,Musical,Romance
"Beast from 20,000 Fathoms, The",1953,45546,7900,1,6.6,8699.0,80,Horror,Sci-Fi,
"Big Heat, The",1953,45555,4854,3,7.9,29082.0,89,Crime,Film-Noir,Thriller
Calamity Jane,1953,45591,2427,3,7.2,10810.0,101,Musical,Romance,Western
Cat Women of the Moon,1953,45609,10171,3,3.9,2041.0,64,Adventure,Sci-Fi,
"Cruel Sea, The",1953,45659,2553,3,7.4,5387.0,126,Drama,War,
Fear and Desire,1953,45758,5366,0,5.3,13634.0,62,Drama,Thriller,War
From Here to Eternity,1953,45793,4071,3,7.6,50690.0,118,Drama,Romance,War
Gentlemen Prefer Blondes,1953,45810,2547,3,7.1,42884.0,91,Comedy,Musical,Romance
Glen or Glenda,1953,45826,6797,0,4.2,9167.0,65,Drama,,
"Hitch-Hiker, The",1953,45877,4301,0,6.9,10470.0,71,Crime,Drama,Film-Noir
House of Wax,1953,45888,9290,3,7.0,20191.0,88,Horror,,
How to Marry a Millionaire,1953,45891,4909,3,6.8,24840.0,95,Comedy,Drama,Romance
I Confess,1953,45897,4616,1,7.2,23194.0,95,Crime,Drama,Thriller
Inferno,1953,45911,8011,0,7.0,1795.0,83,Crime,Drama,Romance
It Came from Outer Space,1953,45920,8634,2,6.5,10973.0,81,Horror,Sci-Fi,
Julius Caesar,1953,45943,1272,1,7.2,12762.0,120,Drama,History,
Le Salaire de la Peur,1953,46268,1444,1,8.2,66280.0,131,Adventure,Drama,Thriller
